,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
802,18,Brazil,São Paulo,,2008-11-02 17:00:00,Brazilian Grand Prix,conventional,Practice 1,2008-10-31,Practice 2,2008-10-31,Practice 3,2008-11-01,Qualifying,2008-11-01,Race,2008-11-02 17:00:00,False,2008
803,1,Australia,Melbourne,,2009-03-29 06:00:00,Australian Grand Prix,conventional,Practice 1,2009-03-27,Practice 2,2009-03-27,Practice 3,2009-03-28,Qualifying,2009-03-28,Race,2009-03-29 06:00:00,False,2009
804,2,Malaysia,Kuala Lumpur,,2009-04-05 09:00:00,Malaysian Grand Prix,conventional,Practice 1,2009-04-03,Practice 2,2009-04-03,Practice 3,2009-04-04,Qualifying,2009-04-04,Race,2009-04-05 09:00:00,False,2009
805,3,China,Shanghai,,2009-04-19 07:00:00,Chinese Grand Prix,conventional,Practice 1,2009-04-17,Practice 2,2009-04-17,Practice 3,2009-04-18,Qualifying,2009-04-18,Race,2009-04-19 07:00:00,False,2009
806,4,Bahrain,Sakhir,,2009-04-26 12:00:00,Bahrain Grand Prix,conventional,Practice 1,2009-04-24,Practice 2,2009-04-24,Practice 3,2009-04-25,Qualifying,2009-04-25,Race,2009-04-26 12:00:00,False,2009
807,5,Spain,Montmeló,,2009-05-10 12:00:00,Spanish Grand Prix,conventional,Practice 1,2009-05-08,Practice 2,2009-05-08,Practice 3,2009-05-09,Qualifying,2009-05-09,Race,2009-05-10 12:00:00,False,2009
808,6,Monaco,Monte-Carlo,,2009-05-24 12:00:00,Monaco Grand Prix,conventional,Practice 1,2009-05-22,Practice 2,2009-05-22,Practice 3,2009-05-23,Qualifying,2009-05-23,Race,2009-05-24 12:00:00,False,2009
809,7,Turkey,Istanbul,,2009-06-07 12:00:00,Turkish Grand Prix,conventional,Practice 1,2009-06-05,Practice 2,2009-06-05,Practice 3,2009-06-06,Qualifying,2009-06-06,Race,2009-06-07 12:00:00,False,2009
810,8,UK,Silverstone,,2009-06-21 12:00:00,British Grand Prix,conventional,Practice 1,2009-06-19,Practice 2,2009-06-19,Practice 3,2009-06-20,Qualifying,2009-06-20,Race,2009-06-21 12:00:00,False,2009
811,9,Germany,Nürburg,,2009-07-12 12:00:00,German Grand Prix,conventional,Practice 1,2009-07-10,Practice 2,2009-07-10,Practice 3,2009-07-11,Qualifying,2009-07-11,Race,2009-07-12 12:00:00,False,2009
812,10,Hungary,Budapest,,2009-07-26 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2009-07-24,Practice 2,2009-07-24,Practice 3,2009-07-25,Qualifying,2009-07-25,Race,2009-07-26 12:00:00,False,2009
813,11,Spain,Valencia,,2009-08-23 12:00:00,European Grand Prix,conventional,Practice 1,2009-08-21,Practice 2,2009-08-21,Practice 3,2009-08-22,Qualifying,2009-08-22,Race,2009-08-23 12:00:00,False,2009
814,12,Belgium,Spa,,2009-08-30 12:00:00,Belgian Grand Prix,conventional,Practice 1,2009-08-28,Practice 2,2009-08-28,Practice 3,2009-08-29,Qualifying,2009-08-29,Race,2009-08-30 12:00:00,False,2009
815,13,Italy,Monza,,2009-09-13 12:00:00,Italian Grand Prix,conventional,Practice 1,2009-09-11,Practice 2,2009-09-11,Practice 3,2009-09-12,Qualifying,2009-09-12,Race,2009-09-13 12:00:00,False,2009
816,14,Singapore,Marina Bay,,2009-09-27 12:00:00,Singapore Grand Prix,conventional,Practice 1,2009-09-25,Practice 2,2009-09-25,Practice 3,2009-09-26,Qualifying,2009-09-26,Race,2009-09-27 12:00:00,False,2009
817,15,Japan,Suzuka,,2009-10-04 05:00:00,Japanese Grand Prix,conventional,Practice 1,2009-10-02,Practice 2,2009-10-02,Practice 3,2009-10-03,Qualifying,2009-10-03,Race,2009-10-04 05:00:00,False,2009
818,16,Brazil,São Paulo,,2009-10-18 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2009-10-16,Practice 2,2009-10-16,Practice 3,2009-10-17,Qualifying,2009-10-17,Race,2009-10-18 16:00:00,False,2009
819,17,UAE,Abu Dhabi,,2009-11-01 11:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2009-10-30,Practice 2,2009-10-30,Practice 3,2009-10-31,Qualifying,2009-10-31,Race,2009-11-01 11:00:00,False,2009
820,1,Bahrain,Sakhir,,2010-03-14 12:00:00,Bahrain Grand Prix,conventional,Practice 1,2010-03-12,Practice 2,2010-03-12,Practice 3,2010-03-13,Qualifying,2010-03-13,Race,2010-03-14 12:00:00,False,2010
821,2,Australia,Melbourne,,2010-03-28 06:00:00,Australian Grand Prix,conventional,Practice 1,2010-03-26,Practice 2,2010-03-26,Practice 3,2010-03-27,Qualifying,2010-03-27,Race,2010-03-28 06:00:00,False,2010
822,3,Malaysia,Kuala Lumpur,,2010-04-04 08:00:00,Malaysian Grand Prix,conventional,Practice 1,2010-04-02,Practice 2,2010-04-02,Practice 3,2010-04-03,Qualifying,2010-04-03,Race,2010-04-04 08:00:00,False,2010
823,4,China,Shanghai,,2010-04-18 06:00:00,Chinese Grand Prix,conventional,Practice 1,2010-04-16,Practice 2,2010-04-16,Practice 3,2010-04-17,Qualifying,2010-04-17,Race,2010-04-18 06:00:00,False,2010
824,5,Spain,Montmeló,,2010-05-09 12:00:00,Spanish Grand Prix,conventional,Practice 1,2010-05-07,Practice 2,2010-05-07,Practice 3,2010-05-08,Qualifying,2010-05-08,Race,2010-05-09 12:00:00,False,2010
825,6,Monaco,Monte-Carlo,,2010-05-16 12:00:00,Monaco Grand Prix,conventional,Practice 1,2010-05-14,Practice 2,2010-05-14,Practice 3,2010-05-15,Qualifying,2010-05-15,Race,2010-05-16 12:00:00,False,2010
826,7,Turkey,Istanbul,,2010-05-30 11:00:00,Turkish Grand Prix,conventional,Practice 1,2010-05-28,Practice 2,2010-05-28,Practice 3,2010-05-29,Qualifying,2010-05-29,Race,2010-05-30 11:00:00,False,2010
827,8,Canada,Montreal,,2010-06-13 16:00:00,Canadian Grand Prix,conventional,Practice 1,2010-06-11,Practice 2,2010-06-11,Practice 3,2010-06-12,Qualifying,2010-06-12,Race,2010-06-13 16:00:00,False,2010
828,9,Spain,Valencia,,2010-06-27 12:00:00,European Grand Prix,conventional,Practice 1,2010-06-25,Practice 2,2010-06-25,Practice 3,2010-06-26,Qualifying,2010-06-26,Race,2010-06-27 12:00:00,False,2010
829,10,UK,Silverstone,,2010-07-11 12:00:00,British Grand Prix,conventional,Practice 1,2010-07-09,Practice 2,2010-07-09,Practice 3,2010-07-10,Qualifying,2010-07-10,Race,2010-07-11 12:00:00,False,2010
830,11,Germany,Hockenheim,,2010-07-25 12:00:00,German Grand Prix,conventional,Practice 1,2010-07-23,Practice 2,2010-07-23,Practice 3,2010-07-24,Qualifying,2010-07-24,Race,2010-07-25 12:00:00,False,2010
831,12,Hungary,Budapest,,2010-08-01 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2010-07-30,Practice 2,2010-07-30,Practice 3,2010-07-31,Qualifying,2010-07-31,Race,2010-08-01 12:00:00,False,2010
832,13,Belgium,Spa,,2010-08-29 12:00:00,Belgian Grand Prix,conventional,Practice 1,2010-08-27,Practice 2,2010-08-27,Practice 3,2010-08-28,Qualifying,2010-08-28,Race,2010-08-29 12:00:00,False,2010
833,14,Italy,Monza,,2010-09-12 12:00:00,Italian Grand Prix,conventional,Practice 1,2010-09-10,Practice 2,2010-09-10,Practice 3,2010-09-11,Qualifying,2010-09-11,Race,2010-09-12 12:00:00,False,2010
834,15,Singapore,Marina Bay,,2010-09-26 12:00:00,Singapore Grand Prix,conventional,Practice 1,2010-09-24,Practice 2,2010-09-24,Practice 3,2010-09-25,Qualifying,2010-09-25,Race,2010-09-26 12:00:00,False,2010
835,16,Japan,Suzuka,,2010-10-10 06:00:00,Japanese Grand Prix,conventional,Practice 1,2010-10-08,Practice 2,2010-10-08,Practice 3,2010-10-09,Qualifying,2010-10-09,Race,2010-10-10 06:00:00,False,2010
836,17,Korea,Yeongam County,,2010-10-24 05:00:00,Korean Grand Prix,conventional,Practice 1,2010-10-22,Practice 2,2010-10-22,Practice 3,2010-10-23,Qualifying,2010-10-23,Race,2010-10-24 05:00:00,False,2010
837,18,Brazil,São Paulo,,2010-11-07 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2010-11-05,Practice 2,2010-11-05,Practice 3,2010-11-06,Qualifying,2010-11-06,Race,2010-11-07 16:00:00,False,2010
838,19,UAE,Abu Dhabi,,2010-11-14 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2010-11-12,Practice 2,2010-11-12,Practice 3,2010-11-13,Qualifying,2010-11-13,Race,2010-11-14 13:00:00,False,2010
839,1,Australia,Melbourne,,2011-03-27 06:00:00,Australian Grand Prix,conventional,Practice 1,2011-03-25,Practice 2,2011-03-25,Practice 3,2011-03-26,Qualifying,2011-03-26,Race,2011-03-27 06:00:00,False,2011
840,2,Malaysia,Kuala Lumpur,,2011-04-10 08:00:00,Malaysian Grand Prix,conventional,Practice 1,2011-04-08,Practice 2,2011-04-08,Practice 3,2011-04-09,Qualifying,2011-04-09,Race,2011-04-10 08:00:00,False,2011
841,3,China,Shanghai,,2011-04-17 07:00:00,Chinese Grand Prix,conventional,Practice 1,2011-04-15,Practice 2,2011-04-15,Practice 3,2011-04-16,Qualifying,2011-04-16,Race,2011-04-17 07:00:00,False,2011
842,4,Turkey,Istanbul,,2011-05-08 12:00:00,Turkish Grand Prix,conventional,Practice 1,2011-05-06,Practice 2,2011-05-06,Practice 3,2011-05-07,Qualifying,2011-05-07,Race,2011-05-08 12:00:00,False,2011
843,5,Spain,Montmeló,,2011-05-22 12:00:00,Spanish Grand Prix,conventional,Practice 1,2011-05-20,Practice 2,2011-05-20,Practice 3,2011-05-21,Qualifying,2011-05-21,Race,2011-05-22 12:00:00,False,2011
844,6,Monaco,Monte-Carlo,,2011-05-29 12:00:00,Monaco Grand Prix,conventional,Practice 1,2011-05-27,Practice 2,2011-05-27,Practice 3,2011-05-28,Qualifying,2011-05-28,Race,2011-05-29 12:00:00,False,2011
845,7,Canada,Montreal,,2011-06-12 17:00:00,Canadian Grand Prix,conventional,Practice 1,2011-06-10,Practice 2,2011-06-10,Practice 3,2011-06-11,Qualifying,2011-06-11,Race,2011-06-12 17:00:00,False,2011
846,8,Spain,Valencia,,2011-06-26 12:00:00,European Grand Prix,conventional,Practice 1,2011-06-24,Practice 2,2011-06-24,Practice 3,2011-06-25,Qualifying,2011-06-25,Race,2011-06-26 12:00:00,False,2011
847,9,UK,Silverstone,,2011-07-10 12:00:00,British Grand Prix,conventional,Practice 1,2011-07-08,Practice 2,2011-07-08,Practice 3,2011-07-09,Qualifying,2011-07-09,Race,2011-07-10 12:00:00,False,2011
848,10,Germany,Nürburg,,2011-07-24 12:00:00,German Grand Prix,conventional,Practice 1,2011-07-22,Practice 2,2011-07-22,Practice 3,2011-07-23,Qualifying,2011-07-23,Race,2011-07-24 12:00:00,False,2011
849,11,Hungary,Budapest,,2011-07-31 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2011-07-29,Practice 2,2011-07-29,Practice 3,2011-07-30,Qualifying,2011-07-30,Race,2011-07-31 12:00:00,False,2011
850,12,Belgium,Spa,,2011-08-28 12:00:00,Belgian Grand Prix,conventional,Practice 1,2011-08-26,Practice 2,2011-08-26,Practice 3,2011-08-27,Qualifying,2011-08-27,Race,2011-08-28 12:00:00,False,2011
851,13,Italy,Monza,,2011-09-11 12:00:00,Italian Grand Prix,conventional,Practice 1,2011-09-09,Practice 2,2011-09-09,Practice 3,2011-09-10,Qualifying,2011-09-10,Race,2011-09-11 12:00:00,False,2011
852,14,Singapore,Marina Bay,,2011-09-25 12:00:00,Singapore Grand Prix,conventional,Practice 1,2011-09-23,Practice 2,2011-09-23,Practice 3,2011-09-24,Qualifying,2011-09-24,Race,2011-09-25 12:00:00,False,2011
853,15,Japan,Suzuka,,2011-10-09 06:00:00,Japanese Grand Prix,conventional,Practice 1,2011-10-07,Practice 2,2011-10-07,Practice 3,2011-10-08,Qualifying,2011-10-08,Race,2011-10-09 06:00:00,False,2011
854,16,Korea,Yeongam County,,2011-10-16 06:00:00,Korean Grand Prix,conventional,Practice 1,2011-10-14,Practice 2,2011-10-14,Practice 3,2011-10-15,Qualifying,2011-10-15,Race,2011-10-16 06:00:00,False,2011
855,17,India,Uttar Pradesh,,2011-10-30 09:30:00,Indian Grand Prix,conventional,Practice 1,2011-10-28,Practice 2,2011-10-28,Practice 3,2011-10-29,Qualifying,2011-10-29,Race,2011-10-30 09:30:00,False,2011
856,18,UAE,Abu Dhabi,,2011-11-13 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2011-11-11,Practice 2,2011-11-11,Practice 3,2011-11-12,Qualifying,2011-11-12,Race,2011-11-13 13:00:00,False,2011
857,19,Brazil,São Paulo,,2011-11-27 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2011-11-25,Practice 2,2011-11-25,Practice 3,2011-11-26,Qualifying,2011-11-26,Race,2011-11-27 16:00:00,False,2011
858,1,Australia,Melbourne,,2012-03-18 06:00:00,Australian Grand Prix,conventional,Practice 1,2012-03-16,Practice 2,2012-03-16,Practice 3,2012-03-17,Qualifying,2012-03-17,Race,2012-03-18 06:00:00,False,2012
859,2,Malaysia,Kuala Lumpur,,2012-03-25 08:00:00,Malaysian Grand Prix,conventional,Practice 1,2012-03-23,Practice 2,2012-03-23,Practice 3,2012-03-24,Qualifying,2012-03-24,Race,2012-03-25 08:00:00,False,2012
860,3,China,Shanghai,,2012-04-15 07:00:00,Chinese Grand Prix,conventional,Practice 1,2012-04-13,Practice 2,2012-04-13,Practice 3,2012-04-14,Qualifying,2012-04-14,Race,2012-04-15 07:00:00,False,2012
861,4,Bahrain,Sakhir,,2012-04-22 12:00:00,Bahrain Grand Prix,conventional,Practice 1,2012-04-20,Practice 2,2012-04-20,Practice 3,2012-04-21,Qualifying,2012-04-21,Race,2012-04-22 12:00:00,False,2012
862,5,Spain,Montmeló,,2012-05-13 12:00:00,Spanish Grand Prix,conventional,Practice 1,2012-05-11,Practice 2,2012-05-11,Practice 3,2012-05-12,Qualifying,2012-05-12,Race,2012-05-13 12:00:00,False,2012
863,6,Monaco,Monte-Carlo,,2012-05-27 12:00:00,Monaco Grand Prix,conventional,Practice 1,2012-05-25,Practice 2,2012-05-25,Practice 3,2012-05-26,Qualifying,2012-05-26,Race,2012-05-27 12:00:00,False,2012
864,7,Canada,Montreal,,2012-06-10 18:00:00,Canadian Grand Prix,conventional,Practice 1,2012-06-08,Practice 2,2012-06-08,Practice 3,2012-06-09,Qualifying,2012-06-09,Race,2012-06-10 18:00:00,False,2012
865,8,Spain,Valencia,,2012-06-24 12:00:00,European Grand Prix,conventional,Practice 1,2012-06-22,Practice 2,2012-06-22,Practice 3,2012-06-23,Qualifying,2012-06-23,Race,2012-06-24 12:00:00,False,2012
866,9,UK,Silverstone,,2012-07-08 12:00:00,British Grand Prix,conventional,Practice 1,2012-07-06,Practice 2,2012-07-06,Practice 3,2012-07-07,Qualifying,2012-07-07,Race,2012-07-08 12:00:00,False,2012
867,10,Germany,Hockenheim,,2012-07-22 12:00:00,German Grand Prix,conventional,Practice 1,2012-07-20,Practice 2,2012-07-20,Practice 3,2012-07-21,Qualifying,2012-07-21,Race,2012-07-22 12:00:00,False,2012
868,11,Hungary,Budapest,,2012-07-29 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2012-07-27,Practice 2,2012-07-27,Practice 3,2012-07-28,Qualifying,2012-07-28,Race,2012-07-29 12:00:00,False,2012
869,12,Belgium,Spa,,2012-09-02 12:00:00,Belgian Grand Prix,conventional,Practice 1,2012-08-31,Practice 2,2012-08-31,Practice 3,2012-09-01,Qualifying,2012-09-01,Race,2012-09-02 12:00:00,False,2012
870,13,Italy,Monza,,2012-09-09 12:00:00,Italian Grand Prix,conventional,Practice 1,2012-09-07,Practice 2,2012-09-07,Practice 3,2012-09-08,Qualifying,2012-09-08,Race,2012-09-09 12:00:00,False,2012
871,14,Singapore,Marina Bay,,2012-09-23 12:00:00,Singapore Grand Prix,conventional,Practice 1,2012-09-21,Practice 2,2012-09-21,Practice 3,2012-09-22,Qualifying,2012-09-22,Race,2012-09-23 12:00:00,False,2012
872,15,Japan,Suzuka,,2012-10-07 06:00:00,Japanese Grand Prix,conventional,Practice 1,2012-10-05,Practice 2,2012-10-05,Practice 3,2012-10-06,Qualifying,2012-10-06,Race,2012-10-07 06:00:00,False,2012
873,16,Korea,Yeongam County,,2012-10-14 06:00:00,Korean Grand Prix,conventional,Practice 1,2012-10-12,Practice 2,2012-10-12,Practice 3,2012-10-13,Qualifying,2012-10-13,Race,2012-10-14 06:00:00,False,2012
874,17,India,Uttar Pradesh,,2012-10-28 09:30:00,Indian Grand Prix,conventional,Practice 1,2012-10-26,Practice 2,2012-10-26,Practice 3,2012-10-27,Qualifying,2012-10-27,Race,2012-10-28 09:30:00,False,2012
875,18,UAE,Abu Dhabi,,2012-11-04 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2012-11-02,Practice 2,2012-11-02,Practice 3,2012-11-03,Qualifying,2012-11-03,Race,2012-11-04 13:00:00,False,2012
876,19,USA,Austin,,2012-11-18 19:00:00,United States Grand Prix,conventional,Practice 1,2012-11-16,Practice 2,2012-11-16,Practice 3,2012-11-17,Qualifying,2012-11-17,Race,2012-11-18 19:00:00,False,2012
877,20,Brazil,São Paulo,,2012-11-25 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2012-11-23,Practice 2,2012-11-23,Practice 3,2012-11-24,Qualifying,2012-11-24,Race,2012-11-25 16:00:00,False,2012
878,1,Australia,Melbourne,,2013-03-17 06:00:00,Australian Grand Prix,conventional,Practice 1,2013-03-15,Practice 2,2013-03-15,Practice 3,2013-03-16,Qualifying,2013-03-16,Race,2013-03-17 06:00:00,False,2013
879,2,Malaysia,Kuala Lumpur,,2013-03-24 08:00:00,Malaysian Grand Prix,conventional,Practice 1,2013-03-22,Practice 2,2013-03-22,Practice 3,2013-03-23,Qualifying,2013-03-23,Race,2013-03-24 08:00:00,False,2013
880,3,China,Shanghai,,2013-04-14 07:00:00,Chinese Grand Prix,conventional,Practice 1,2013-04-12,Practice 2,2013-04-12,Practice 3,2013-04-13,Qualifying,2013-04-13,Race,2013-04-14 07:00:00,False,2013
881,4,Bahrain,Sakhir,,2013-04-21 12:00:00,Bahrain Grand Prix,conventional,Practice 1,2013-04-19,Practice 2,2013-04-19,Practice 3,2013-04-20,Qualifying,2013-04-20,Race,2013-04-21 12:00:00,False,2013
882,5,Spain,Montmeló,,2013-05-12 12:00:00,Spanish Grand Prix,conventional,Practice 1,2013-05-10,Practice 2,2013-05-10,Practice 3,2013-05-11,Qualifying,2013-05-11,Race,2013-05-12 12:00:00,False,2013
883,6,Monaco,Monte-Carlo,,2013-05-26 12:00:00,Monaco Grand Prix,conventional,Practice 1,2013-05-24,Practice 2,2013-05-24,Practice 3,2013-05-25,Qualifying,2013-05-25,Race,2013-05-26 12:00:00,False,2013
884,7,Canada,Montreal,,2013-06-09 18:00:00,Canadian Grand Prix,conventional,Practice 1,2013-06-07,Practice 2,2013-06-07,Practice 3,2013-06-08,Qualifying,2013-06-08,Race,2013-06-09 18:00:00,False,2013
885,8,UK,Silverstone,,2013-06-30 12:00:00,British Grand Prix,conventional,Practice 1,2013-06-28,Practice 2,2013-06-28,Practice 3,2013-06-29,Qualifying,2013-06-29,Race,2013-06-30 12:00:00,False,2013
886,9,Germany,Nürburg,,2013-07-07 12:00:00,German Grand Prix,conventional,Practice 1,2013-07-05,Practice 2,2013-07-05,Practice 3,2013-07-06,Qualifying,2013-07-06,Race,2013-07-07 12:00:00,False,2013
887,10,Hungary,Budapest,,2013-07-28 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2013-07-26,Practice 2,2013-07-26,Practice 3,2013-07-27,Qualifying,2013-07-27,Race,2013-07-28 12:00:00,False,2013
888,11,Belgium,Spa,,2013-08-25 12:00:00,Belgian Grand Prix,conventional,Practice 1,2013-08-23,Practice 2,2013-08-23,Practice 3,2013-08-24,Qualifying,2013-08-24,Race,2013-08-25 12:00:00,False,2013
889,12,Italy,Monza,,2013-09-08 12:00:00,Italian Grand Prix,conventional,Practice 1,2013-09-06,Practice 2,2013-09-06,Practice 3,2013-09-07,Qualifying,2013-09-07,Race,2013-09-08 12:00:00,False,2013
890,13,Singapore,Marina Bay,,2013-09-22 12:00:00,Singapore Grand Prix,conventional,Practice 1,2013-09-20,Practice 2,2013-09-20,Practice 3,2013-09-21,Qualifying,2013-09-21,Race,2013-09-22 12:00:00,False,2013
891,14,Korea,Yeongam County,,2013-10-06 06:00:00,Korean Grand Prix,conventional,Practice 1,2013-10-04,Practice 2,2013-10-04,Practice 3,2013-10-05,Qualifying,2013-10-05,Race,2013-10-06 06:00:00,False,2013
892,15,Japan,Suzuka,,2013-10-13 06:00:00,Japanese Grand Prix,conventional,Practice 1,2013-10-11,Practice 2,2013-10-11,Practice 3,2013-10-12,Qualifying,2013-10-12,Race,2013-10-13 06:00:00,False,2013
893,16,India,Uttar Pradesh,,2013-10-27 09:30:00,Indian Grand Prix,conventional,Practice 1,2013-10-25,Practice 2,2013-10-25,Practice 3,2013-10-26,Qualifying,2013-10-26,Race,2013-10-27 09:30:00,False,2013
894,17,UAE,Abu Dhabi,,2013-11-03 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2013-11-01,Practice 2,2013-11-01,Practice 3,2013-11-02,Qualifying,2013-11-02,Race,2013-11-03 13:00:00,False,2013
895,18,USA,Austin,,2013-11-17 19:00:00,United States Grand Prix,conventional,Practice 1,2013-11-15,Practice 2,2013-11-15,Practice 3,2013-11-16,Qualifying,2013-11-16,Race,2013-11-17 19:00:00,False,2013
896,19,Brazil,São Paulo,,2013-11-24 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2013-11-22,Practice 2,2013-11-22,Practice 3,2013-11-23,Qualifying,2013-11-23,Race,2013-11-24 16:00:00,False,2013
897,1,Australia,Melbourne,,2014-03-16 06:00:00,Australian Grand Prix,conventional,Practice 1,2014-03-14,Practice 2,2014-03-14,Practice 3,2014-03-15,Qualifying,2014-03-15,Race,2014-03-16 06:00:00,False,2014
898,2,Malaysia,Kuala Lumpur,,2014-03-30 08:00:00,Malaysian Grand Prix,conventional,Practice 1,2014-03-28,Practice 2,2014-03-28,Practice 3,2014-03-29,Qualifying,2014-03-29,Race,2014-03-30 08:00:00,False,2014
899,3,Bahrain,Sakhir,,2014-04-06 15:00:00,Bahrain Grand Prix,conventional,Practice 1,2014-04-04,Practice 2,2014-04-04,Practice 3,2014-04-05,Qualifying,2014-04-05,Race,2014-04-06 15:00:00,False,2014
900,4,China,Shanghai,,2014-04-20 07:00:00,Chinese Grand Prix,conventional,Practice 1,2014-04-18,Practice 2,2014-04-18,Practice 3,2014-04-19,Qualifying,2014-04-19,Race,2014-04-20 07:00:00,False,2014
901,5,Spain,Montmeló,,2014-05-11 12:00:00,Spanish Grand Prix,conventional,Practice 1,2014-05-09,Practice 2,2014-05-09,Practice 3,2014-05-10,Qualifying,2014-05-10,Race,2014-05-11 12:00:00,False,2014
902,6,Monaco,Monte-Carlo,,2014-05-25 12:00:00,Monaco Grand Prix,conventional,Practice 1,2014-05-23,Practice 2,2014-05-23,Practice 3,2014-05-24,Qualifying,2014-05-24,Race,2014-05-25 12:00:00,False,2014
903,7,Canada,Montreal,,2014-06-08 18:00:00,Canadian Grand Prix,conventional,Practice 1,2014-06-06,Practice 2,2014-06-06,Practice 3,2014-06-07,Qualifying,2014-06-07,Race,2014-06-08 18:00:00,False,2014
904,8,Austria,Spielberg,,2014-06-22 12:00:00,Austrian Grand Prix,conventional,Practice 1,2014-06-20,Practice 2,2014-06-20,Practice 3,2014-06-21,Qualifying,2014-06-21,Race,2014-06-22 12:00:00,False,2014
905,9,UK,Silverstone,,2014-07-06 12:00:00,British Grand Prix,conventional,Practice 1,2014-07-04,Practice 2,2014-07-04,Practice 3,2014-07-05,Qualifying,2014-07-05,Race,2014-07-06 12:00:00,False,2014
906,10,Germany,Hockenheim,,2014-07-20 12:00:00,German Grand Prix,conventional,Practice 1,2014-07-18,Practice 2,2014-07-18,Practice 3,2014-07-19,Qualifying,2014-07-19,Race,2014-07-20 12:00:00,False,2014
907,11,Hungary,Budapest,,2014-07-27 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2014-07-25,Practice 2,2014-07-25,Practice 3,2014-07-26,Qualifying,2014-07-26,Race,2014-07-27 12:00:00,False,2014
908,12,Belgium,Spa,,2014-08-24 12:00:00,Belgian Grand Prix,conventional,Practice 1,2014-08-22,Practice 2,2014-08-22,Practice 3,2014-08-23,Qualifying,2014-08-23,Race,2014-08-24 12:00:00,False,2014
909,13,Italy,Monza,,2014-09-07 12:00:00,Italian Grand Prix,conventional,Practice 1,2014-09-05,Practice 2,2014-09-05,Practice 3,2014-09-06,Qualifying,2014-09-06,Race,2014-09-07 12:00:00,False,2014
910,14,Singapore,Marina Bay,,2014-09-21 12:00:00,Singapore Grand Prix,conventional,Practice 1,2014-09-19,Practice 2,2014-09-19,Practice 3,2014-09-20,Qualifying,2014-09-20,Race,2014-09-21 12:00:00,False,2014
911,15,Japan,Suzuka,,2014-10-05 06:00:00,Japanese Grand Prix,conventional,Practice 1,2014-10-03,Practice 2,2014-10-03,Practice 3,2014-10-04,Qualifying,2014-10-04,Race,2014-10-05 06:00:00,False,2014
912,16,Russia,Sochi,,2014-10-12 11:00:00,Russian Grand Prix,conventional,Practice 1,2014-10-10,Practice 2,2014-10-10,Practice 3,2014-10-11,Qualifying,2014-10-11,Race,2014-10-12 11:00:00,False,2014
913,17,USA,Austin,,2014-11-02 20:00:00,United States Grand Prix,conventional,Practice 1,2014-10-31,Practice 2,2014-10-31,Practice 3,2014-11-01,Qualifying,2014-11-01,Race,2014-11-02 20:00:00,False,2014
914,18,Brazil,São Paulo,,2014-11-09 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2014-11-07,Practice 2,2014-11-07,Practice 3,2014-11-08,Qualifying,2014-11-08,Race,2014-11-09 16:00:00,False,2014
915,19,UAE,Abu Dhabi,,2014-11-23 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2014-11-21,Practice 2,2014-11-21,Practice 3,2014-11-22,Qualifying,2014-11-22,Race,2014-11-23 13:00:00,False,2014
916,1,Australia,Melbourne,,2015-03-15 05:00:00,Australian Grand Prix,conventional,Practice 1,2015-03-13,Practice 2,2015-03-13,Practice 3,2015-03-14,Qualifying,2015-03-14,Race,2015-03-15 05:00:00,False,2015
917,2,Malaysia,Kuala Lumpur,,2015-03-29 07:00:00,Malaysian Grand Prix,conventional,Practice 1,2015-03-27,Practice 2,2015-03-27,Practice 3,2015-03-28,Qualifying,2015-03-28,Race,2015-03-29 07:00:00,False,2015
918,3,China,Shanghai,,2015-04-12 06:00:00,Chinese Grand Prix,conventional,Practice 1,2015-04-10,Practice 2,2015-04-10,Practice 3,2015-04-11,Qualifying,2015-04-11,Race,2015-04-12 06:00:00,False,2015
919,4,Bahrain,Sakhir,,2015-04-19 15:00:00,Bahrain Grand Prix,conventional,Practice 1,2015-04-17,Practice 2,2015-04-17,Practice 3,2015-04-18,Qualifying,2015-04-18,Race,2015-04-19 15:00:00,False,2015
920,5,Spain,Montmeló,,2015-05-10 12:00:00,Spanish Grand Prix,conventional,Practice 1,2015-05-08,Practice 2,2015-05-08,Practice 3,2015-05-09,Qualifying,2015-05-09,Race,2015-05-10 12:00:00,False,2015
